Team,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Start Date,End Date
RCB,Washington Sundar,2021-2021,6,4.0,0.0,31.0,10.0,7.75,47.0,65.95,0.0,0.0,0.0,2.0,0.0,2021-01-01,2021-12-31
RCB,Akash Deep,2022-2024,8,3.0,1.0,19.0,17.0,9.5,12.0,158.33,0.0,0.0,1.0,2.0,1.0,2022-01-01,2024-12-31
RCB,JR Hazlewood,2022-2025,16,6.0,6.0,19.0,7.0,,28.0,67.85,0.0,0.0,0.0,1.0,0.0,2022-01-01,2025-12-31
RCB,SD Chauhan,2024-2024,3,3.0,0.0,18.0,9.0,6.0,15.0,120.0,0.0,0.0,1.0,1.0,1.0,2024-01-01,2024-12-31
RCB,LS Livingstone,2025-2025,1,1.0,1.0,15.0,15.0,,5.0,300.0,0.0,0.0,0.0,2.0,1.0,2025-01-01,2025-12-31
RCB,DT Christian,2021-2021,9,7.0,1.0,14.0,9.0,2.33,24.0,58.33,0.0,0.0,1.0,1.0,0.0,2021-01-01,2021-12-31
RCB,V Vyshak,2023-2024,11,4.0,2.0,14.0,13.0,7.0,12.0,116.66,0.0,0.0,2.0,0.0,1.0,2023-01-01,2024-12-31
RCB,KM Jadhav,2023-2023,2,1.0,1.0,12.0,12.0,,10.0,120.0,0.0,0.0,0.0,1.0,0.0,2023-01-01,2023-12-31
RCB,YS Chahal,2021-2021,15,2.0,2.0,10.0,8.0,,27.0,37.03,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
RCB,Sachin Baby,2021-2021,1,1.0,0.0,7.0,7.0,7.0,17.0,41.17,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
RCB,DR Sams,2021-2021,2,2.0,1.0,6.0,3.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
RCB,RJW Topley,2023-2024,5,1.0,1.0,3.0,3.0,,6.0,50.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2024-12-31
RCB,GHS Garton,2021-2021,5,3.0,2.0,2.0,2.0,2.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,2021-01-01,2021-12-31
RCB,WD Parnell,2023-2023,7,1.0,0.0,2.0,2.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
RCB,NA Saini,2021-2021,2,1.0,0.0,2.0,2.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
RCB,TH David,2021-2025,2,1.0,0.0,1.0,1.0,1.0,3.0,33.33,0.0,0.0,0.0,0.0,0.0,2021-01-01,2025-12-31
RCB,LH Ferguson,2024-2024,7,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
RCB,MJ Dagar,2024-2024,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-01-01,2024-12-31
RCB,AS Joseph,2024-2024,3,,,,,,,,,,,,,2024-01-01,2024-12-31
RCB,S Kaul,2022-2022,1,,,,,,,,,,,,,2022-01-01,2022-12-31
RCB,KH Pandya,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
RCB,Rasikh Salam,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
RCB,KW Richardson,2021-2021,1,,,,,,,,,,,,,2021-01-01,2021-12-31
RCB,H Sharma,2023-2024,2,,,,,,,,,,,,,2023-01-01,2024-12-31
RCB,JM Sharma,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
RCB,Suyash Sharma,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
RCB,Yash Dayal,2024-2025,15,,,,,,,,,,,,,2024-01-01,2025-12-31
SRH,Abhishek Sharma,2021-2025,50,49.0,2.0,1258.0,75.0,26.76,800.0,157.25,0.0,7.0,2.0,123.0,65.0,2021-01-01,2025-12-31
SRH,H Klaasen,2023-2025,29,27.0,5.0,961.0,104.0,43.68,547.0,175.68,1.0,6.0,0.0,56.0,64.0,2023-01-01,2025-12-31
SRH,RA Tripathi,2022-2024,33,33.0,4.0,851.0,76.0,29.34,589.0,144.48,0.0,5.0,3.0,87.0,36.0,2022-01-01,2024-12-31
SRH,AK Markram,2022-2024,38,36.0,8.0,849.0,68.0,30.32,648.0,131.01,0.0,5.0,2.0,61.0,31.0,2022-01-01,2024-12-31
SRH,TM Head,2024-2025,16,16.0,1.0,634.0,102.0,42.26,327.0,193.88,1.0,5.0,3.0,73.0,35.0,2024-01-01,2025-12-31
SRH,KS Williamson,2021-2022,23,23.0,6.0,482.0,66.0,28.35,466.0,103.43,0.0,3.0,1.0,45.0,10.0,2021-01-01,2022-12-31
SRH,Abdul Samad,2021-2024,38,32.0,7.0,466.0,37.0,18.64,330.0,141.21,0.0,0.0,3.0,29.0,30.0,2021-01-01,2024-12-31
SRH,MA Agarwal,2023-2024,14,14.0,0.0,334.0,83.0,23.85,267.0,125.09,0.0,1.0,0.0,37.0,7.0,2023-01-01,2024-12-31
SRH,K Nitish Kumar Reddy,2023-2025,16,12.0,2.0,333.0,76.0,33.3,227.0,146.69,0.0,2.0,0.0,19.0,22.0,2023-01-01,2025-12-31
SRH,N Pooran,2022-2022,14,13.0,5.0,306.0,64.0,38.25,212.0,144.33,0.0,2.0,1.0,16.0,21.0,2022-01-01,2022-12-31
SRH,MK Pandey,2021-2021,8,8.0,2.0,292.0,69.0,48.66,236.0,123.72,0.0,3.0,0.0,21.0,10.0,2021-01-01,2021-12-31
SRH,JM Bairstow,2021-2021,7,7.0,1.0,248.0,63.0,41.33,175.0,141.71,0.0,2.0,0.0,20.0,15.0,2021-01-01,2021-12-31
SRH,Shahbaz Ahmed,2024-2024,16,12.0,3.0,215.0,59.0,23.88,166.0,129.51,0.0,1.0,1.0,7.0,13.0,2024-01-01,2024-12-31
SRH,DA Warner,2021-2021,8,8.0,0.0,195.0,57.0,24.37,181.0,107.73,0.0,2.0,1.0,15.0,6.0,2021-01-01,2021-12-31
SRH,HC Brook,2023-2023,11,11.0,2.0,190.0,100.0,21.11,154.0,123.37,1.0,0.0,3.0,23.0,4.0,2023-01-01,2023-12-31
SRH,Washington Sundar,2022-2024,18,14.0,2.0,161.0,40.0,13.41,130.0,123.84,0.0,0.0,1.0,15.0,3.0,2022-01-01,2024-12-31
SRH,JJ Roy,2021-2021,5,5.0,0.0,150.0,60.0,30.0,121.0,123.96,0.0,1.0,0.0,21.0,1.0,2021-01-01,2021-12-31
SRH,PJ Cummins,2024-2025,17,11.0,5.0,136.0,35.0,22.66,96.0,141.66,0.0,0.0,0.0,9.0,8.0,2024-01-01,2025-12-31
SRH,WP Saha,2021-2021,9,9.0,0.0,131.0,44.0,14.55,140.0,93.57,0.0,0.0,1.0,7.0,5.0,2021-01-01,2021-12-31
SRH,B Kumar,2021-2024,55,24.0,14.0,123.0,27.0,12.3,132.0,93.18,0.0,0.0,1.0,13.0,0.0,2021-01-01,2024-12-31
SRH,PK Garg,2021-2022,7,7.0,0.0,118.0,42.0,16.85,107.0,110.28,0.0,0.0,1.0,6.0,5.0,2021-01-01,2022-12-31
SRH,Anmolpreet Singh,2023-2024,6,6.0,0.0,110.0,36.0,18.33,88.0,125.0,0.0,0.0,1.0,16.0,2.0,2023-01-01,2024-12-31
SRH,Ishan Kishan,2025-2025,1,1.0,1.0,106.0,106.0,,47.0,225.53,1.0,0.0,0.0,11.0,6.0,2025-01-01,2025-12-31
SRH,JO Holder,2021-2021,8,7.0,1.0,85.0,47.0,14.16,72.0,118.05,0.0,0.0,0.0,2.0,6.0,2021-01-01,2021-12-31
SRH,Rashid Khan,2021-2021,14,10.0,2.0,83.0,22.0,10.37,69.0,120.28,0.0,0.0,3.0,9.0,2.0,2021-01-01,2021-12-31
SRH,Shashank Singh,2022-2022,10,5.0,1.0,69.0,25.0,17.25,47.0,146.8,0.0,0.0,0.0,5.0,4.0,2022-01-01,2022-12-31
SRH,Vivrant Sharma,2023-2023,3,1.0,0.0,69.0,69.0,69.0,47.0,146.8,0.0,1.0,0.0,9.0,2.0,2023-01-01,2023-12-31
SRH,M Jansen,2022-2024,19,11.0,6.0,66.0,17.0,13.2,63.0,104.76,0.0,0.0,0.0,5.0,2.0,2022-01-01,2024-12-31
SRH,V Shankar,2021-2021,7,5.0,0.0,58.0,28.0,11.6,52.0,111.53,0.0,0.0,0.0,1.0,3.0,2021-01-01,2021-12-31
SRH,R Shepherd,2022-2022,3,3.0,1.0,58.0,26.0,29.0,41.0,141.46,0.0,0.0,0.0,2.0,5.0,2022-01-01,2022-12-31
SRH,KM Jadhav,2021-2021,6,5.0,1.0,55.0,19.0,13.75,52.0,105.76,0.0,0.0,0.0,2.0,2.0,2021-01-01,2021-12-31
SRH,GD Phillips,2023-2023,5,5.0,0.0,39.0,25.0,7.8,22.0,177.27,0.0,0.0,1.0,2.0,4.0,2023-01-01,2023-12-31
SRH,Mohammad Nabi,2021-2021,3,3.0,0.0,34.0,17.0,11.33,20.0,170.0,0.0,0.0,0.0,3.0,2.0,2021-01-01,2021-12-31
SRH,Sanvir Singh,2023-2024,6,5.0,3.0,25.0,8.0,12.5,21.0,119.04,0.0,0.0,1.0,2.0,1.0,2023-01-01,2024-12-31
SRH,JD Unadkat,2024-2024,11,5.0,2.0,24.0,8.0,8.0,26.0,92.3,0.0,0.0,0.0,2.0,1.0,2024-01-01,2024-12-31
SRH,Umran Malik,2021-2024,26,6.0,4.0,23.0,19.0,11.5,16.0,143.75,0.0,0.0,2.0,1.0,2.0,2021-01-01,2024-12-31
SRH,AU Rashid,2023-2023,2,2.0,0.0,22.0,18.0,11.0,16.0,137.5,0.0,0.0,0.0,2.0,1.0,2023-01-01,2023-12-31
SRH,M Markande,2023-2024,17,3.0,3.0,21.0,18.0,,13.0,161.53,0.0,0.0,0.0,2.0,1.0,2023-01-01,2024-12-31
SRH,AJ Hosein,2023-2023,1,1.0,1.0,16.0,16.0,,10.0,160.0,0.0,0.0,0.0,1.0,1.0,2023-01-01,2023-12-31
SRH,J Suchith,2021-2022,7,3.0,1.0,16.0,14.0,8.0,14.0,114.28,0.0,0.0,1.0,2.0,1.0,2021-01-01,2022-12-31
SRH,Virat Singh,2021-2021,3,2.0,0.0,15.0,11.0,7.5,26.0,57.69,0.0,0.0,0.0,1.0,0.0,2021-01-01,2021-12-31
SRH,S Gopal,2022-2022,1,1.0,1.0,9.0,9.0,,7.0,128.57,0.0,0.0,0.0,2.0,0.0,2022-01-01,2022-12-31
SRH,S Kaul,2021-2021,8,2.0,2.0,8.0,7.0,,8.0,100.0,0.0,0.0,0.0,1.0,0.0,2021-01-01,2021-12-31
SRH,Sandeep Sharma,2021-2021,7,2.0,1.0,8.0,8.0,8.0,7.0,114.28,0.0,0.0,1.0,1.0,0.0,2021-01-01,2021-12-31
SRH,SA Abbott,2022-2022,1,1.0,0.0,7.0,7.0,7.0,5.0,140.0,0.0,0.0,0.0,0.0,1.0,2022-01-01,2022-12-31
SRH,Kartik Tyagi,2022-2023,5,2.0,0.0,7.0,7.0,3.5,6.0,116.66,0.0,0.0,1.0,1.0,0.0,2022-01-01,2023-12-31
SRH,AU Verma,2025-2025,1,1.0,0.0,7.0,7.0,7.0,3.0,233.33,0.0,0.0,0.0,0.0,1.0,2025-01-01,2025-12-31
SRH,V Viyaskanth,2024-2024,3,1.0,1.0,7.0,7.0,,5.0,140.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
SRH,Fazalhaq Farooqi,2022-2023,7,2.0,2.0,3.0,2.0,,13.0,23.07,0.0,0.0,0.0,0.0,0.0,2022-01-01,2023-12-31
SRH,KK Ahmed,2021-2021,7,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
SRH,Mujeeb Ur Rahman,2021-2021,1,1.0,1.0,1.0,1.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
SRH,A Manohar,2025-2025,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2025-01-01,2025-12-31
SRH,S Nadeem,2021-2021,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-01-01,2021-12-31
SRH,T Natarajan,2021-2024,39,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2021-01-01,2024-12-31
SRH,MJ Dagar,2023-2023,3,,,,,,,,,,,,,2023-01-01,2023-12-31
SRH,Mohammed Shami,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
SRH,HV Patel,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
SRH,Simarjeet Singh,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
SRH,A Zampa,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
RR,SV Samson,2021-2025,62,61.0,9.0,1901.0,119.0,36.55,1285.0,147.93,1.0,13.0,3.0,168.0,95.0,2021-01-01,2025-12-31
RR,JC Buttler,2021-2024,49,49.0,4.0,1868.0,124.0,41.51,1282.0,145.7,7.0,8.0,6.0,188.0,84.0,2021-01-01,2024-12-31
RR,YBK Jaiswal,2021-2025,51,50.0,2.0,1568.0,124.0,32.66,1028.0,152.52,2.0,9.0,3.0,196.0,62.0,2021-01-01,2025-12-31
RR,R Parag,2021-2025,52,46.0,9.0,931.0,84.0,25.16,667.0,139.58,0.0,5.0,1.0,62.0,52.0,2021-01-01,2025-12-31
RR,SO Hetmyer,2022-2025,42,38.0,17.0,768.0,59.0,36.57,493.0,155.78,0.0,2.0,1.0,43.0,55.0,2022-01-01,2025-12-31
RR,D Padikkal,2022-2023,28,28.0,1.0,637.0,54.0,23.59,506.0,125.88,0.0,3.0,1.0,71.0,20.0,2022-01-01,2023-12-31
RR,DC Jurel,2023-2025,29,23.0,7.0,417.0,70.0,26.06,264.0,157.95,0.0,3.0,2.0,34.0,22.0,2023-01-01,2025-12-31
RR,R Ashwin,2022-2024,45,31.0,12.0,344.0,50.0,18.1,260.0,132.3,0.0,1.0,3.0,24.0,16.0,2022-01-01,2024-12-31
RR,S Dube,2021-2021,9,9.0,1.0,230.0,64.0,28.75,193.0,119.17,0.0,1.0,0.0,18.0,10.0,2021-01-01,2021-12-31
RR,R Tewatia,2021-2021,14,11.0,1.0,155.0,44.0,15.5,147.0,105.44,0.0,0.0,0.0,11.0,6.0,2021-01-01,2021-12-31
RR,E Lewis,2021-2021,5,5.0,0.0,151.0,58.0,30.2,93.0,162.36,0.0,1.0,0.0,18.0,7.0,2021-01-01,2021-12-31
RR,DA Miller,2021-2021,9,8.0,3.0,124.0,62.0,24.8,113.0,109.73,0.0,1.0,1.0,11.0,3.0,2021-01-01,2021-12-31
RR,R Powell,2024-2024,10,7.0,1.0,103.0,27.0,17.16,68.0,151.47,0.0,0.0,0.0,10.0,6.0,2024-01-01,2024-12-31
RR,MK Lomror,2021-2021,4,4.0,1.0,94.0,43.0,31.33,73.0,128.76,0.0,0.0,0.0,3.0,6.0,2021-01-01,2021-12-31
RR,TA Boult,2022-2024,42,17.0,12.0,70.0,17.0,14.0,59.0,118.64,0.0,0.0,1.0,5.0,2.0,2022-01-01,2024-12-31
RR,SB Dubey,2024-2025,5,4.0,2.0,67.0,34.0,33.5,30.0,223.33,0.0,0.0,1.0,4.0,6.0,2024-01-01,2025-12-31
RR,CH Morris,2021-2021,11,7.0,2.0,67.0,36.0,13.4,49.0,136.73,0.0,0.0,2.0,2.0,5.0,2021-01-01,2021-12-31
RR,T Kohler-Cadmore,2024-2024,4,3.0,0.0,48.0,20.0,16.0,54.0,88.88,0.0,0.0,0.0,7.0,1.0,2024-01-01,2024-12-31
RR,LS Livingstone,2021-2021,5,5.0,0.0,42.0,25.0,8.4,41.0,102.43,0.0,0.0,0.0,3.0,1.0,2021-01-01,2021-12-31
RR,M Vohra,2021-2021,4,4.0,0.0,42.0,14.0,10.5,39.0,107.69,0.0,0.0,0.0,5.0,2.0,2021-01-01,2021-12-31
RR,JD Unadkat,2021-2021,6,3.0,1.0,41.0,24.0,20.5,29.0,141.37,0.0,0.0,0.0,3.0,2.0,2021-01-01,2021-12-31
RR,DJ Mitchell,2022-2022,2,2.0,0.0,33.0,17.0,16.5,44.0,75.0,0.0,0.0,0.0,1.0,0.0,2022-01-01,2022-12-31
RR,JDS Neesham,2022-2022,2,2.0,0.0,31.0,17.0,15.5,27.0,114.81,0.0,0.0,0.0,3.0,0.0,2022-01-01,2022-12-31
RR,GD Phillips,2021-2021,3,3.0,1.0,26.0,14.0,13.0,33.0,78.78,0.0,0.0,0.0,1.0,2.0,2021-01-01,2021-12-31
RR,TK Kotian,2024-2024,1,1.0,0.0,24.0,24.0,24.0,31.0,77.41,0.0,0.0,0.0,3.0,0.0,2024-01-01,2024-12-31
RR,HE van der Dussen,2022-2022,3,3.0,1.0,22.0,12.0,11.0,24.0,91.66,0.0,0.0,0.0,2.0,0.0,2022-01-01,2022-12-31
RR,KK Nair,2022-2022,3,2.0,0.0,16.0,13.0,8.0,18.0,88.88,0.0,0.0,0.0,1.0,0.0,2022-01-01,2022-12-31
RR,C Sakariya,2021-2021,14,6.0,1.0,16.0,7.0,3.2,25.0,64.0,0.0,0.0,1.0,2.0,0.0,2021-01-01,2021-12-31
RR,JO Holder,2023-2023,8,3.0,1.0,12.0,11.0,6.0,11.0,109.09,0.0,0.0,1.0,0.0,1.0,2023-01-01,2023-12-31
RR,N Rana,2025-2025,1,1.0,0.0,11.0,11.0,11.0,8.0,137.5,0.0,0.0,0.0,2.0,0.0,2025-01-01,2025-12-31
RR,Avesh Khan,2024-2024,16,3.0,3.0,10.0,7.0,,5.0,200.0,0.0,0.0,0.0,1.0,0.0,2024-01-01,2024-12-31
RR,JE Root,2023-2023,3,1.0,0.0,10.0,10.0,10.0,15.0,66.66,0.0,0.0,0.0,1.0,0.0,2023-01-01,2023-12-31
RR,A Zampa,2023-2023,6,3.0,0.0,10.0,7.0,3.33,16.0,62.5,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
RR,D Ferreira,2024-2024,2,2.0,0.0,8.0,7.0,4.0,11.0,72.72,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
RR,OC McCoy,2022-2023,8,1.0,0.0,8.0,8.0,8.0,5.0,160.0,0.0,0.0,0.0,0.0,1.0,2022-01-01,2023-12-31
RR,Mustafizur Rahman,2021-2021,14,5.0,5.0,8.0,8.0,,14.0,57.14,0.0,0.0,0.0,0.0,1.0,2021-01-01,2021-12-31
RR,S Gopal,2021-2021,3,2.0,1.0,7.0,7.0,7.0,5.0,140.0,0.0,0.0,1.0,0.0,1.0,2021-01-01,2021-12-31
RR,M Prasidh Krishna,2022-2022,17,3.0,2.0,6.0,4.0,6.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
RR,YS Chahal,2022-2024,46,2.0,1.0,5.0,5.0,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,2022-01-01,2024-12-31
RR,Kartik Tyagi,2021-2021,4,2.0,1.0,2.0,1.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
RR,NA Saini,2022-2023,4,1.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2023-12-31
RR,Sandeep Sharma,2023-2025,24,2.0,2.0,2.0,2.0,,6.0,33.33,0.0,0.0,0.0,0.0,0.0,2023-01-01,2025-12-31
RR,T Shamsi,2021-2021,1,1.0,1.0,2.0,2.0,,4.0,50.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2021-12-31
RR,Abdul Basith,2023-2023,1,1.0,1.0,1.0,1.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023-12-31
RR,JC Archer,2025-2025,1,1.0,1.0,1.0,1.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,2025-12-31
RR,NM Coulter-Nile,2022-2022,1,1.0,1.0,1.0,1.0,,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2022-12-31
RR,KA Maharaj,2024-2024,2,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024-12-31
RR,Anuj Rawat,2021-2021,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-01-01,2021-12-31
RR,KM Asif,2023-2023,4,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-01-01,2023-12-31
RR,KR Sen,2022-2024,12,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-01,2024-12-31
RR,BA Stokes,2021-2021,1,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-01-01,2021-12-31
RR,K Yadav,2021-2023,3,1.0,1.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,2023-12-31
RR,Akash Singh,2021-2021,1,,,,,,,,,,,,,2021-01-01,2021-12-31
RR,M Ashwin,2023-2023,2,,,,,,,,,,,,,2023-01-01,2023-12-31
RR,N Burger,2024-2024,6,,,,,,,,,,,,,2024-01-01,2024-12-31
RR,TU Deshpande,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
RR,Fazalhaq Farooqi,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
RR,M Markande,2021-2021,1,,,,,,,,,,,,,2021-01-01,2021-12-31
RR,M Theekshana,2025-2025,1,,,,,,,,,,,,,2025-01-01,2025-12-31
PBKS,S Dhawan,2022-2024,30,30.0,4.0,985.0,99.0,37.88,757.0,130.11,0.0,7.0,1.0,114.0,28.0,2022-01-01,2024-12-31
PBKS,LS Livingstone,2022-2024,30,30.0,5.0,827.0,94.0,33.08,489.0,169.12,0.0,6.0,1.0,57.0,60.0,2022-01-01,2024-12-31
PBKS,Prabhsimran Singh,2021-2025,32,32.0,0.0,730.0,103.0,22.81,493.0,148.07,1.0,3.0,3.0,76.0,40.0,2021-01-01,2025-12-31
PBKS,JM Sharma,2022-2024,40,36.0,4.0,730.0,49.0,22.81,483.0,151.13,0.0,0.0,2.0,53.0,45.0,2022-01-01,2024-12-31
PBKS,MA Agarwal,2021-2022,25,24.0,1.0,637.0,99.0,27.69,474.0,134.38,0.0,5.0,2.0,65.0,24.0,2021-01-01,2022-12-31
PBKS,KL Rahul,2021-2021,13,13.0,3.0,626.0,98.0,62.6,451.0,138.8,0.0,6.0,0.0,48.0,30.0,2021-01-01,2021-12-31
PBKS,JM Bairstow,2022-2024,22,22.0,1.0,551.0,108.0,26.23,370.0,148.91,1.0,2.0,1.0,67.0,23.0,2022-01-01,2024-12-31
PBKS,SM Curran,2023-2024,27,25.0,5.0,546.0,63.0,27.3,422.0,129.38,0.0,3.0,1.0,44.0,19.0,2023-01-01,2024-12-31
PBKS,M Shahrukh Khan,2021-2023,33,31.0,10.0,426.0,47.0,20.28,316.0,134.81,0.0,0.0,2.0,26.0,28.0,2021-01-01,2023-12-31
PBKS,Shashank Singh,2024-2025,15,14.0,6.0,354.0,68.0,44.25,215.0,164.65,0.0,2.0,2.0,28.0,21.0,2024-01-01,2025-12-31
PBKS,PBB Rajapaksa,2022-2023,13,13.0,1.0,277.0,50.0,23.08,191.0,145.02,0.0,1.0,1.0,22.0,15.0,2022-01-01,2023-12-31
PBKS,A Taide,2023-2024,9,9.0,0.0,247.0,66.0,27.44,168.0,147.02,0.0,2.0,1.0,27.0,8.0,2023-01-01,2024-12-31
PBKS,Harpreet Brar,2021-2024,38,23.0,12.0,213.0,29.0,19.36,178.0,119.66,0.0,0.0,1.0,17.0,8.0,2021-01-01,2024-12-31
PBKS,RR Rossouw,2024-2024,8,8.0,0.0,211.0,61.0,26.37,116.0,181.89,0.0,1.0,1.0,25.0,11.0,2024-01-01,2024-12-31
PBKS,CH Gayle,2021-2021,10,10.0,1.0,193.0,46.0,21.44,154.0,125.32,0.0,0.0,1.0,21.0,8.0,2021-01-01,2021-12-31
PBKS,AR Sharma,2024-2024,11,9.0,2.0,189.0,61.0,27.0,113.0,167.25,0.0,1.0,0.0,10.0,15.0,2024-01-01,2024-12-31
PBKS,Sikandar Raza,2023-2024,9,9.0,2.0,182.0,57.0,26.0,136.0,133.82,0.0,1.0,0.0,12.0,8.0,2023-01-01,2024-12-31
PBKS,DJ Hooda,2021-2021,12,11.0,1.0,160.0,64.0,16.0,123.0,130.08,0.0,1.0,1.0,9.0,9.0,2021-01-01,2021-12-31
PBKS,AK Markram,2021-2021,6,6.0,1.0,146.0,42.0,29.2,119.0,122.68,0.0,0.0,0.0,12.0,4.0,2021-01-01,2021-12-31
PBKS,MW Short,2023-2023,6,6.0,0.0,117.0,36.0,19.5,92.0,127.17,0.0,0.0,0.0,15.0,4.0,2023-01-01,2023-12-31
PBKS,Harpreet Singh,2023-2024,5,5.0,0.0,103.0,41.0,20.6,93.0,110.75,0.0,0.0,0.0,10.0,3.0,2023-01-01,2024-12-31
PBKS,RD Chahar,2022-2024,36,13.0,4.0,98.0,25.0,10.88,92.0,106.52,0.0,0.0,4.0,10.0,5.0,2022-01-01,2024-12-31
PBKS,N Pooran,2021-2021,12,11.0,0.0,85.0,32.0,7.72,76.0,111.84,0.0,0.0,4.0,3.0,5.0,2021-01-01,2021-12-31
PBKS,K Rabada,2022-2024,30,13.0,6.0,68.0,25.0,9.71,59.0,115.25,0.0,0.0,1.0,5.0,4.0,2022-01-01,2024-12-31
PBKS,R Dhawan,2022-2024,13,7.0,3.0,57.0,21.0,14.25,52.0,109.61,0.0,0.0,0.0,5.0,3.0,2022-01-01,2024-12-31
PBKS,OF Smith,2022-2022,6,6.0,3.0,51.0,25.0,17.0,44.0,115.9,0.0,0.0,1.0,1.0,5.0,2022-01-01,2022-12-31
PBKS,P Arya,2025-2025,1,1.0,0.0,47.0,47.0,47.0,23.0,204.34,0.0,0.0,0.0,7.0,2.0,2025-01-01,2025-12-31
PBKS,SS Iyer,2025-2025,1,1.0,1.0,43.0,43.0,,22.0,195.45,0.0,0.0,0.0,3.0,3.0,2025-01-01,2025-12-31
PBKS,CJ Jordan,2021-2021,4,2.0,0.0,32.0,30.0,16.0,21.0,152.38,0.0,0.0,0.0,1.0,3.0,2021-01-01,2021-12-31
PBKS,MC Henriques,2021-2021,5,4.0,2.0,31.0,14.0,15.5,32.0,96.87,0.0,0.0,0.0,0.0,1.0,2021-01-01,2021-12-31
PBKS,Arshdeep Singh,2021-2025,55,11.0,7.0,29.0,10.0,7.25,37.0,78.37,0.0,0.0,2.0,4.0,0.0,2021-01-01,2025-12-31
PBKS,DJ Malan,2021-2021,1,1.0,0.0,26.0,26.0,26.0,26.0,100.0,0.0,0.0,0.0,1.0,1.0,2021-01-01,2021-12-31
PBKS,NT Ellis,2021-2024,16,5.0,1.0,19.0,12.0,4.75,25.0,76.0,0.0,0.0,2.0,0.0,1.0,2021-01-01,2024-12-31
PBKS,Azmatullah Omarzai,2025-2025,1,1.0,0.0,16.0,16.0,16.0,15.0,106.66,0.0,0.0,0.0,2.0,1.0,2025-01-01,2025-12-31
PBKS,M Ashwin,2021-2021,3,2.0,0.0,15.0,9.0,7.5,24.0,62.5,0.0,0.0,0.0,1.0,0.0,2021-01-01,2021-12-31
PBKS,Mandeep Singh,2021-2021,1,1.0,0.0,15.0,15.0,15.0,14.0,107.14,0.0,0.0,0.0,2.0,0.0,2021-01-01,2021-12-31
