Team,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5
PBKS,Sikandar Raza,2023-2024,9,7,14.0,0,141,3,1/19,47.0,10.07,28.0,0,0
PBKS,DJ Hooda,2021-2021,12,7,16.0,0,136,2,1/15,68.0,8.5,48.0,0,0
PBKS,V Kaverappa,2024-2024,1,1,4.0,0,36,2,2/36,18.0,9.0,12.0,0,0
PBKS,Sandeep Sharma,2022-2022,5,5,20.0,0,153,2,1/18,76.5,7.65,60.0,0,0
PBKS,FA Allen,2021-2021,4,3,11.0,1,90,1,1/22,90.0,8.18,66.0,0,0
PBKS,M Ashwin,2021-2021,3,3,11.0,0,97,1,1/32,97.0,8.81,66.0,0,0
PBKS,IC Porel,2021-2021,1,1,4.0,0,39,1,1/39,39.0,9.75,24.0,0,0
PBKS,Shashank Singh,2024-2024,14,1,1.0,0,5,1,1/5,5.0,5.0,6.0,0,0
PBKS,Gurnoor Brar,2023-2023,1,1,3.0,0,42,0,,,14.0,,0,0
PBKS,AK Markram,2021-2021,6,2,4.0,0,23,0,,,5.75,,0,0
PBKS,Mohit Rathee,2023-2023,1,1,2.0,0,29,0,,,14.5,,0,0
PBKS,AU Rashid,2021-2021,1,1,3.0,0,35,0,,,11.66,,0,0
PBKS,Jalaj S Saxena,2021-2021,1,1,3.0,0,27,0,,,9.0,,0,0
PBKS,MW Short,2023-2023,6,3,4.0,0,25,0,,,6.25,,0,0
PBKS,A Taide,2023-2024,9,1,0.1,0,4,0,,,24.0,,0,0
PBKS,MA Agarwal,2021-2022,25,,,,,,,,,,,
PBKS,JM Bairstow,2022-2024,22,,,,,,,,,,,
PBKS,RA Bawa,2022-2022,2,,,,,,,,,,,
PBKS,S Dhawan,2022-2024,30,,,,,,,,,,,
PBKS,CH Gayle,2021-2021,10,,,,,,,,,,,
PBKS,Harpreet Singh,2023-2024,5,,,,,,,,,,,
PBKS,SN Khan,2021-2021,2,,,,,,,,,,,
PBKS,DJ Malan,2021-2021,1,,,,,,,,,,,
PBKS,Mandeep Singh,2021-2021,1,,,,,,,,,,,
PBKS,PN Mankad,2022-2022,1,,,,,,,,,,,
PBKS,N Pooran,2021-2021,12,,,,,,,,,,,
PBKS,Prabhsimran Singh,2021-2024,31,,,,,,,,,,,
PBKS,KL Rahul,2021-2021,13,,,,,,,,,,,
PBKS,PBB Rajapaksa,2022-2023,13,,,,,,,,,,,
PBKS,RR Rossouw,2024-2024,8,,,,,,,,,,,
PBKS,M Shahrukh Khan,2021-2023,33,,,,,,,,,,,
PBKS,AR Sharma,2024-2024,11,,,,,,,,,,,
PBKS,JM Sharma,2022-2024,40,,,,,,,,,,,
PBKS,Shivam Singh,2024-2024,1,,,,,,,,,,,
DC,Kuldeep Yadav,2022-2024,39,39,141.4,1,1152,47,4/14,24.51,8.13,18.0,3,0
DC,AR Patel,2021-2024,53,52,180.0,0,1302,43,3/21,30.27,7.23,25.1,0,0
DC,KK Ahmed,2022-2024,33,33,122.1,4,1095,42,3/25,26.07,8.96,17.4,0,0
DC,A Nortje,2021-2024,30,30,114.4,1,1062,38,3/42,27.94,9.26,18.1,0,0
DC,Avesh Khan,2021-2021,16,16,61.0,0,450,24,3/13,18.75,7.37,15.2,0,0
DC,Mukesh Kumar,2023-2024,20,20,66.3,0,694,24,3/14,28.91,10.43,16.6,0,0
DC,I Sharma,2021-2024,20,20,64.0,2,568,21,3/34,27.04,8.87,18.2,0,0
DC,MR Marsh,2022-2024,21,15,40.1,1,375,17,4/27,22.05,9.33,14.1,1,0
DC,K Rabada,2021-2021,15,15,56.0,1,456,15,3/36,30.4,8.14,22.4,0,0
DC,SN Thakur,2022-2022,14,14,48.2,1,473,15,4/36,31.53,9.78,19.3,1,0
DC,Lalit Yadav,2021-2024,27,19,48.0,0,425,10,2/11,42.5,8.85,28.8,0,0
DC,Mustafizur Rahman,2022-2023,10,10,39.0,0,323,9,3/18,35.88,8.28,26.0,0,0
DC,Rasikh Salam,2024-2024,8,8,24.3,0,269,9,3/34,29.88,10.97,16.3,0,0
DC,R Ashwin,2021-2021,13,13,44.4,0,331,7,2/27,47.28,7.41,38.2,0,0
DC,A Mishra,2021-2021,4,4,14.0,0,109,6,4/24,18.16,7.78,14.0,1,0
DC,C Sakariya,2022-2023,5,5,19.0,0,173,6,2/23,28.83,9.1,19.0,0,0
DC,CR Woakes,2021-2021,3,3,11.0,0,82,5,2/18,16.4,7.45,13.2,0,0
DC,TK Curran,2021-2021,3,3,11.2,0,104,4,3/29,26.0,9.17,17.0,0,0
DC,T Stubbs,2024-2024,14,2,2.0,0,15,3,2/11,5.0,7.5,4.0,0,0
DC,MP Stoinis,2021-2021,10,8,11.1,0,117,2,1/7,58.5,10.47,33.5,0,0
DC,P Dubey,2023-2023,1,1,3.0,0,19,1,1/19,19.0,6.33,18.0,0,0
DC,LI Meriwala,2021-2021,1,1,3.0,0,32,1,1/32,32.0,10.66,18.0,0,0
DC,R Powell,2022-2023,17,2,3.0,0,35,1,1/18,35.0,11.66,18.0,0,0
DC,LB Williams,2024-2024,2,2,6.0,0,72,1,1/38,72.0,12.0,36.0,0,0
DC,Gulbadin Naib,2024-2024,2,1,1.0,0,12,0,,,12.0,,0,0
DC,KL Nagarkoti,2022-2022,1,1,2.0,0,29,0,,,14.5,,0,0
DC,RV Patel,2021-2023,9,1,3.0,0,22,0,,,7.33,,0,0
DC,JA Richardson,2024-2024,1,1,4.0,0,40,0,,,10.0,,0,0
DC,Sumit Kumar,2024-2024,4,2,3.2,0,38,0,,,11.4,,0,0
DC,Abishek Porel,2023-2024,18,,,,,,,,,,,
DC,Aman Hakim Khan,2023-2023,11,,,,,,,,,,,
DC,KS Bharat,2022-2022,2,,,,,,,,,,,
DC,RK Bhui,2024-2024,2,,,,,,,,,,,
DC,S Dhawan,2021-2021,16,,,,,,,,,,,
DC,YV Dhull,2023-2023,4,,,,,,,,,,,
DC,J Fraser-McGurk,2024-2024,9,,,,,,,,,,,
DC,PK Garg,2023-2023,2,,,,,,,,,,,
DC,SO Hetmyer,2021-2021,14,,,,,,,,,,,
DC,SD Hope,2024-2024,9,,,,,,,,,,,
DC,SS Iyer,2021-2021,8,,,,,,,,,,,
DC,SN Khan,2022-2023,10,,,,,,,,,,,
DC,K Kushagra,2024-2024,4,,,,,,,,,,,
DC,Mandeep Singh,2022-2022,3,,,,,,,,,,,
DC,MK Pandey,2023-2023,10,,,,,,,,,,,
DC,RR Pant,2021-2024,43,,,,,,,,,,,
DC,AM Rahane,2021-2021,2,,,,,,,,,,,
DC,RR Rossouw,2023-2023,9,,,,,,,,,,,
DC,PD Salt,2023-2023,9,,,,,,,,,,,
DC,TL Seifert,2022-2022,2,,,,,,,,,,,
DC,PP Shaw,2021-2024,41,,,,,,,,,,,
DC,SPD Smith,2021-2021,8,,,,,,,,,,,
DC,DA Warner,2022-2024,34,,,,,,,,,,,
GT,Rashid Khan,2022-2024,45,45,174.3,0,1340,56,4/24,23.92,7.67,18.6,2,0
GT,Mohammed Shami,2022-2023,33,33,126.0,2,1010,48,4/11,21.04,8.01,15.7,2,0
GT,MM Sharma,2023-2024,26,25,83.1,0,786,40,5/10,19.65,9.45,12.4,2,1
GT,Noor Ahmad,2023-2024,23,23,82.0,0,659,24,3/37,27.45,8.03,20.5,0,0
GT,AS Joseph,2022-2023,16,16,54.0,0,489,14,2/27,34.92,9.05,23.1,0,0
GT,R Sai Kishore,2022-2024,10,10,31.0,0,258,13,4/33,19.84,8.32,14.3,1,0
GT,Yash Dayal,2022-2023,14,14,46.0,0,461,13,3/40,35.46,10.02,21.2,0,0
GT,LH Ferguson,2022-2022,13,13,47.4,0,427,12,4/28,35.58,8.95,23.8,1,0
GT,JB Little,2023-2024,11,11,38.0,0,339,11,4/45,30.81,8.92,20.7,1,0
GT,HH Pandya,2022-2023,31,21,55.3,0,450,11,3/17,40.9,8.1,30.2,0,0
GT,UT Yadav,2024-2024,7,7,21.0,0,210,8,2/22,26.25,10.0,15.7,0,0
GT,DG Nalkande,2022-2024,6,6,14.0,0,148,6,2/21,24.66,10.57,14.0,0,0
GT,S Sandeep Warrier,2024-2024,5,5,11.0,0,119,6,3/15,19.83,10.81,11.0,0,0
GT,Azmatullah Omarzai,2024-2024,7,7,21.0,0,186,4,2/27,46.5,8.85,31.5,0,0
GT,SH Johnson,2024-2024,5,5,16.0,0,151,4,2/25,37.75,9.43,24.0,0,0
GT,PJ Sangwan,2022-2022,3,3,9.0,0,65,3,2/19,21.66,7.22,18.0,0,0
GT,VR Aaron,2022-2022,2,2,5.0,0,52,2,2/45,26.0,10.4,15.0,0,0
GT,Kartik Tyagi,2024-2024,1,1,4.0,0,51,0,,,12.75,,0,0
GT,M Shahrukh Khan,2024-2024,7,2,2.0,0,15,0,,,7.5,,0,0
GT,V Shankar,2022-2024,25,2,1.3,0,15,0,,,10.0,,0,0
GT,MJ Suthar,2024-2024,1,1,2.0,0,26,0,,,13.0,,0,0
GT,R Tewatia,2022-2024,45,7,8.1,0,91,0,,,11.14,,0,0
GT,J Yadav,2023-2023,1,1,4.0,0,26,0,,,6.5,,0,0
GT,A Manohar,2022-2024,19,,,,,,,,,,,
GT,DA Miller,2022-2024,41,,,,,,,,,,,
GT,WP Saha,2022-2024,37,,,,,,,,,,,
GT,B Sai Sudharsan,2022-2024,25,,,,,,,,,,,
GT,MD Shanaka,2023-2023,3,,,,,,,,,,,
GT,BR Sharath,2024-2024,1,,,,,,,,,,,
GT,Shubman Gill,2022-2024,45,,,,,,,,,,,
GT,MS Wade,2022-2024,12,,,,,,,,,,,
GT,KS Williamson,2023-2024,3,,,,,,,,,,,
LSG,Ravi Bishnoi,2022-2024,43,42,148.1,0,1230,39,3/28,31.53,8.3,22.7,0,0
LSG,Mohsin Khan,2022-2024,24,23,81.0,2,689,27,4/16,25.51,8.5,18.0,1,0
LSG,Avesh Khan,2022-2023,22,22,76.4,1,699,26,4/24,26.88,9.11,17.6,1,0
LSG,Naveen-ul-Haq,2023-2024,18,17,64.3,0,591,25,4/38,23.64,9.16,15.4,1,0
LSG,KH Pandya,2022-2024,43,36,113.0,1,833,25,3/11,33.32,7.37,27.1,0,0
LSG,Yash Thakur,2023-2024,19,19,67.2,1,691,24,5/30,28.79,10.26,16.8,1,1
LSG,JO Holder,2022-2022,12,12,41.3,0,391,14,3/31,27.92,9.42,17.7,0,0
LSG,MP Stoinis,2022-2024,40,17,31.5,0,305,13,3/23,23.46,9.58,14.6,0,0
LSG,MA Wood,2023-2023,4,4,16.0,1,130,11,5/14,11.81,8.12,8.7,0,1
LSG,PVD Chameera,2022-2022,12,12,44.0,0,384,9,2/17,42.66,8.72,29.3,0,0
LSG,K Gowtham,2022-2024,12,11,30.0,1,246,8,2/30,30.75,8.2,22.5,0,0
LSG,A Mishra,2023-2024,8,8,21.0,0,169,8,2/21,21.12,8.04,15.7,0,0
LSG,MP Yadav,2024-2024,4,4,12.1,0,85,7,3/14,12.14,6.98,10.4,0,0
LSG,Yudhvir Singh,2023-2024,5,5,12.0,0,122,4,2/19,30.5,10.16,18.0,0,0
LSG,A Badoni,2022-2024,42,5,4.1,0,36,2,1/5,18.0,8.64,12.5,0,0
LSG,AJ Tye,2022-2022,3,3,11.0,0,107,2,2/40,53.5,9.72,33.0,0,0
LSG,Arshad Khan,2024-2024,4,4,10.1,0,114,1,1/45,114.0,11.21,61.0,0,0
LSG,MJ Henry,2024-2024,4,4,12.0,0,110,1,1/28,110.0,9.16,72.0,0,0
LSG,DJ Hooda,2022-2024,38,5,8.0,0,73,1,1/31,73.0,9.12,48.0,0,0
LSG,M Siddharth,2024-2024,3,3,9.0,0,71,1,1/21,71.0,7.88,54.0,0,0
LSG,S Joseph,2024-2024,1,1,4.0,0,47,0,,,11.75,,0,0
LSG,KR Mayers,2023-2023,13,6,7.0,0,59,0,,,8.42,,0,0
LSG,Swapnil Singh,2023-2023,2,2,2.0,0,18,0,,,9.0,,0,0
LSG,JD Unadkat,2023-2023,3,3,8.0,0,92,0,,,11.5,,0,0
LSG,Q de Kock,2022-2024,30,,,,,,,,,,,
LSG,AA Kulkarni,2024-2024,2,,,,,,,,,,,
LSG,E Lewis,2022-2022,6,,,,,,,,,,,
LSG,PN Mankad,2023-2023,5,,,,,,,,,,,
LSG,D Padikkal,2024-2024,7,,,,,,,,,,,
LSG,MK Pandey,2022-2022,6,,,,,,,,,,,
LSG,N Pooran,2023-2024,29,,,,,,,,,,,
LSG,KL Rahul,2022-2024,38,,,,,,,,,,,
LSG,KS Sharma,2022-2023,3,,,,,,,,,,,
LSG,R Shepherd,2023-2023,1,,,,,,,,,,,
LSG,AJ Turner,2024-2024,2,,,,,,,,,,,
LSG,M Vohra,2022-2023,3,,,,,,,,,,,
